CustomerID,Recency,EngagementDays,Frequency,Monetary,UniqueProducts,TotalQuantity,Country,AvgBasketSize,AvgSpendPerTxn,ChurnLabel,Segment,PCA1,PCA2
12372,71,225,3,1298.04,34,794,Denmark,264.6666666666667,432.68,1,0,-0.008994220224621015,-0.1710711303896919
12373,310,1,1,364.6,14,197,Austria,197.0,364.6,1,2,-1.3145733105478024,1.192785679730231
12374,24,1,1,742.9300000000001,33,342,Austria,342.0,742.9300000000001,0,2,-0.5295061206308153,0.4602113280987833
12375,10,88,2,457.5,14,178,Finland,89.0,228.75,0,2,-0.49120859788059373,-0.047853618152838326
12377,314,40,2,1628.12,72,944,Switzerland,472.0,814.06,1,2,-0.6785601776249041,1.147329167145564
12378,129,1,1,4008.62,219,2529,Switzerland,2529.0,4008.62,1,2,1.3313412588677487,2.115480968574649
12379,81,89,2,852.24,39,407,Belgium,203.5,426.12,1,2,-0.4337495819882276,0.1908407066739836
12380,21,165,4,2724.81,77,1127,Belgium,281.75,681.2025,0,0,0.3448967283352109,-0.24250545383574065
12381,4,116,5,1845.31,70,808,Norway,161.6,369.062,0,0,0.1510076719583817,-0.34069626687424653
12383,184,168,5,1850.56,84,1532,Belgium,306.4,370.112,1,2,0.05291851574383305,0.08769166166224507
12384,28,93,2,585.27,26,126,Switzerland,63.0,292.635,0,2,-0.4588446623147834,-0.040625591033674205
12386,337,30,2,401.9,10,354,Australia,177.0,200.95,1,2,-1.2809258409180766,1.1206064935837394
12388,15,312,6,2780.66,57,1462,Australia,243.66666666666663,463.4433333333333,0,0,0.6976785401438393,-0.7210521445233723
12390,79,1,1,549.84,32,353,Belgium,353.0,549.84,1,2,-0.6820568267937817,0.5709251877139347
12391,21,1,1,439.66,92,293,Cyprus,293.0,439.66,0,2,-0.34247411144899537,0.1273950852034959
12393,71,261,4,1582.6,47,816,Australia,204.0,395.65,1,0,0.1802503723938621,-0.38007171349775093
12394,63,154,2,1272.48,26,819,Belgium,409.5,636.24,1,2,-0.17923901797044753,0.17789066696112424
12395,18,352,12,3018.63,91,2118,Belgium,176.5,251.5525,0,0,1.2788736308353246,-1.2304931839958302
12397,35,100,2,2409.9,110,1263,Belgium,631.5,1204.95,1,0,0.34850537188198044,0.23133531673346497
12398,45,1,1,1635.66,85,1394,Switzerland,1394.0,1635.66,1,2,0.12835271825615588,1.0858188914911124
12399,118,143,4,1108.65,47,1178,Belgium,294.5,277.1625,1,2,-0.1679898046501115,0.07260827528883984
12401,302,1,1,84.3,5,11,Belgium,11.0,84.3,1,2,-1.4457396725188487,1.0300900292153383
12402,322,1,1,225.6,11,94,Belgium,94.0,225.6,1,2,-1.4090566679871035,1.149664179142511
12403,49,1,1,427.7,5,96,Denmark,96.0,427.7,1,2,-0.8344902959914038,0.4245816627201666
12405,148,1,1,1710.39,54,857,Finland,857.0,1710.39,1,2,-0.35380289041694163,1.2873255453118464
12406,21,162,2,3415.3,92,1818,Denmark,909.0,1707.65,0,0,0.6668593249865622,0.38475299441107225
12407,49,215,5,1708.12,57,1416,Belgium,283.2,341.624,1,0,0.2899704873720373,-0.36433147474724636
12408,32,228,5,2888.55,81,1409,Belgium,281.8,577.71,1,0,0.5519953950280684,-0.44775674464861476
12409,78,104,3,11072.67,91,5551,Switzerland,1850.3333333333333,3690.89,1,0,1.68386476285449,1.849975434606213
12410,308,1,2,693.3299999999999,26,211,Switzerland,105.5,346.66499999999996,1,2,-1.2066469799953599,1.0686632449069913
12412,74,95,3,1226.88,43,829,Denmark,276.3333333333333,408.96,1,2,-0.26532665854141824,0.1434422400806783
12413,66,271,3,758.1,29,286,France,95.33333333333331,252.7,1,0,-0.052462513524940114,-0.4326677969914913
12414,216,94,3,562.41,16,300,Austria,100.0,187.47,1,2,-0.8250656281599216,0.5006397435498195
12415,23,314,21,124914.53,444,77374,Australia,3684.4761904761904,5948.310952380953,0,3,17.949133668840425,3.828547179551609
12417,2,355,9,3649.1,158,1552,Belgium,172.44444444444446,405.4555555555555,0,0,1.4485703695427472,-1.371048854304842
12418,112,1,1,668.58,34,407,Switzerland,407.0,668.58,1,2,-0.702040026482109,0.7232142737273516
12420,63,1,1,600.39,29,345,Cyprus,345.0,600.39,1,2,-0.654402454703093,0.5463490193566825
12421,15,304,4,807.04,32,484,Spain,121.0,201.76,0,0,0.21004057835678733,-0.7170622586026856
12422,95,230,3,803.5600000000001,39,370,Australia,123.33333333333331,267.85333333333335,1,0,-0.14156877356868777,-0.2556183722318366
12423,0,353,8,1859.31,97,1339,Belgium,167.375,232.41375,0,0,0.9923902858230552,-1.2025406955196767
12424,162,1,2,1760.96,30,740,Australia,370.0,880.48,1,2,-0.6566747278097472,0.9190666903897471
12425,77,1,1,777.2,36,496,Portugal,496.0,777.2,1,2,-0.5747719980647992,0.685767673514843
12426,194,1,1,582.73,30,258,Germany,258.0,582.73,1,2,-0.9467100860606128,0.8880132153492035
12427,21,350,3,825.8,26,533,Germany,177.66666666666666,275.26666666666665,0,0,0.2468909218554392,-0.7140612427800896
12428,25,258,9,7956.46,258,3536,Finland,392.8888888888889,884.0511111111111,0,0,2.137730990648735,-1.061845976604557
12429,8,357,4,3750.4,82,1557,Denmark,389.25,937.6,0,0,0.9687108386504882,-0.6544541218917433
12430,42,1,1,256.4,11,117,Norway,117.0,256.4,1,2,-0.8224798145308294,0.33793939799037737
12431,35,339,15,6419.95,163,2896,Australia,193.06666666666663,427.9966666666666,1,0,1.9640296656157037,-1.388659659227801
12432,42,130,5,5059.32,107,1801,Norway,360.2,1011.864,1,0,0.6542889531085551,-0.053088864768079336
12433,0,373,7,13375.87,219,11071,Norway,1581.571428571429,1910.8385714285716,0,0,3.523675355213747,-0.1677555168611438
12434,84,176,2,806.14,46,394,Australia,197.0,403.07,1,2,-0.2254675736076956,-0.06250157260451714
12435,79,189,2,7829.89,31,2055,Denmark,1027.5,3914.945,1,0,0.9422896097680423,1.4785229485263158
12436,99,1,1,509.01,16,211,Norway,211.0,509.01,1,2,-0.8406039215086591,0.6108990525298308
12437,1,330,18,4951.41,118,2922,France,162.33333333333334,275.0783333333333,0,0,1.8791882302274447,-1.4955286433192385
12438,13,126,2,2906.85,84,1180,Norway,590.0,1453.425,0,0,0.38533518040638115,0.2512405839849425
12441,366,1,1,173.55,11,121,France,121.0,173.55,1,2,-1.5020159266444888,1.275796017229889
12442,2,1,1,172.06,12,182,Spain,182.0,172.06,0,2,-0.7346480951122226,0.2176357269568147
12444,20,150,5,5005.46,138,1153,Norway,230.6,1001.092,0,0,0.7885121340682052,-0.3530894605286111
12445,21,1,1,133.4,4,62,Spain,62.0,133.4,0,2,-0.849867829782205,0.23700805260119076
12446,57,1,1,1002.31,57,351,RSA,351.0,1002.31,1,2,-0.4388785794271685,0.5600757135128409
12447,242,1,1,476.49,26,190,Belgium,190.0,476.49,1,2,-1.102868311784677,0.9810718173660374
12448,43,1,1,449.45,22,243,Spain,243.0,449.45,1,2,-0.7027116277336372,0.41886277758336105
12449,21,165,4,4067.29,118,1553,Belgium,388.25,1016.8225,0,0,0.7007765652634631,-0.21321048307413154
12450,155,18,2,197.88,7,128,Spain,64.0,98.94,1,2,-1.0154691782981133,0.535899706998281
12451,10,314,5,9035.52,265,6575,Switzerland,1315.0,1807.104,0,0,2.7576991378342224,-0.37704736632786195
12452,16,1,2,430.57,21,185,Switzerland,92.5,215.285,0,2,-0.6676383993683241,0.16984424818384503
12453,133,1,1,707.09,43,473,Austria,473.0,707.09,1,2,-0.6797756167831908,0.7953066769950576
12454,55,1,1,3528.34,15,1006,Spain,1006.0,3528.34,1,2,0.07354868922499112,1.7873968650736498
12455,72,224,6,2466.86,85,2089,Cyprus,348.1666666666667,411.1433333333334,1,0,0.5618244099251819,-0.38059105400049376
12456,43,211,3,3181.04,105,1633,Switzerland,544.3333333333334,1060.3466666666666,1,0,0.6455332660387204,-0.1159734321412654
12457,65,173,7,2363.23,53,843,Switzerland,120.42857142857144,337.6042857142857,1,0,0.2032689622703678,-0.34240292480999435
12458,70,214,2,947.4,35,506,Switzerland,253.0,473.7,1,0,-0.1215848503040798,-0.11558838168245227
12461,93,61,2,826.88,35,287,Switzerland,143.5,413.44,1,2,-0.5632996183768241,0.2815176131633736
12462,18,285,2,1189.59,51,536,Spain,268.0,594.795,0,0,0.24727109062083089,-0.4647660803990559
12463,52,189,4,1344.78,65,776,Belgium,194.0,336.195,1,0,0.11127792711056478,-0.3375637762746814
12464,9,300,8,1212.05,6,112,Belgium,14.0,151.50625,0,0,0.27444159684979996,-0.8454325169837975
12465,16,153,2,742.1899999999999,46,479,Belgium,239.5,371.095,0,0,-0.1289972570025197,-0.19510115505752892
12468,187,129,2,729.5400000000001,36,366,Germany,183.0,364.77,1,2,-0.598664513927885,0.38206742183435777
12471,1,363,30,19788.65,150,8200,Germany,273.3333333333333,659.6216666666667,0,0,4.064509262216375,-1.6663002961033166
12472,31,337,7,6572.11,219,4148,Germany,592.5714285714286,938.8728571428572,1,0,2.0559398534112368,-0.9414323177152543
12473,28,163,5,3928.05,140,2414,Germany,482.8,785.6099999999999,0,0,0.8875951541082915,-0.3123578270908715
12474,16,313,18,7324.09,253,4833,Germany,268.5,406.8938888888889,0,0,2.7341419337495436,-1.7192052364534134
12475,53,1,1,723.38,36,535,Germany,535.0,723.38,1,2,-0.5253126936742767,0.6146703626170148
12476,15,346,11,6816.42,177,2408,Germany,218.9090909090909,619.6745454545454,0,0,1.8741742580677874,-1.3059716708499804
12477,22,279,6,13219.74,191,3653,Germany,608.8333333333334,2203.29,0,0,2.2561644749456757,-0.22399717089444743
12478,3,1,1,680.99,36,236,Greece,236.0,680.99,0,2,-0.5158245033152372,0.3210912421848346
12479,10,1,1,527.2,31,385,Germany,385.0,527.2,0,2,-0.5404347659327322,0.37644520916853275
12480,27,308,4,3281.63,129,1707,Germany,426.75,820.4075,0,0,1.0045170103835035,-0.6564906336636648
12481,22,343,10,5579.82,150,3294,Germany,329.4,557.982,0,0,1.7135803504696836,-1.111332627182031
12483,16,323,8,2484.98,46,1110,Sweden,138.75,310.6225,0,0,0.689406739801147,-0.8845366812981154
12484,32,304,6,4527.32,256,2187,Spain,364.5,754.5533333333333,1,0,1.7294665352882694,-1.168830562485701
12488,9,66,3,1298.66,46,529,France,176.33333333333334,432.8866666666667,0,2,-0.22289423825535568,-0.025286776134605497
12489,335,1,1,334.93,15,105,France,105.0,334.93,1,2,-1.3934261194576367,1.2136416524543838
12490,4,325,10,5417.93,131,3064,France,306.4,541.793,0,0,1.5919796129432966,-1.0734077259993708
12491,38,1,1,460.4,25,260,France,260.0,460.4,1,2,-0.6724842411874172,0.4044562724130011
12492,62,43,2,263.21000000000004,19,192,Germany,96.0,131.60500000000002,1,2,-0.697406882142863,0.1780031750116464
12493,165,32,2,433.74,20,207,France,103.5,216.87,1,2,-0.9042979871585131,0.5405590698539051
12494,15,350,7,1246.1,63,707,France,101.0,178.01428571428573,0,0,0.6431865186395729,-1.0613233742853405
12497,81,1,1,1043.1,14,1236,Germany,1236.0,1043.1,1,2,-0.4158474102263849,1.1845735763753333
12498,20,37,3,403.7000000000001,21,159,Germany,53.0,134.5666666666667,0,2,-0.5657379130601741,0.008853800400070149
12500,22,311,11,4257.82,34,2678,Germany,243.45454545454547,387.07454545454544,0,0,1.0278868212474295,-0.7773554750235512
12501,336,1,1,2169.39,149,1783,Germany,1783.0,2169.39,1,2,0.025542540802038886,2.065905062242825
12502,95,215,5,3723.87,102,820,Spain,164.0,744.774,1,0,0.4753988691403104,-0.30314469336205596
12504,17,13,2,482.0499999999999,6,90,Germany,45.0,241.025,0,2,-0.7194656809634168,0.18032338470448095
12506,232,1,1,73.5,23,23,France,23.0,73.5,1,2,-1.2231210801267505,0.761053865486206
12507,133,165,3,1304.81,19,894,Spain,298.0,434.93666666666667,1,2,-0.3173495760195007,0.23935433626971872
12508,25,3,2,397.88,57,271,France,135.5,198.94,0,2,-0.5137958780196636,0.07997522514931317
12509,283,1,1,176.5,7,55,France,55.0,176.5,1,2,-1.3672702233220346,1.015156523499516
12510,142,183,2,982.57,29,353,Spain,176.5,491.285,1,2,-0.388010079275525,0.17035880340435394
12512,65,1,2,132.18,31,96,Israel,48.0,66.09,1,2,-0.778968597908907,0.21076343194352132
12513,112,1,1,612.29,35,462,France,462.0,612.29,1,2,-0.6934163648311126,0.7261617711223141
12514,266,1,1,1017.68,51,440,Italy,440.0,1017.68,1,2,-0.8650044727278288,1.245851590921499
12515,352,1,1,383.7,16,131,Italy,131.0,383.7,1,2,-1.4068441760421069,1.2874831966345155
12516,77,103,2,1312.06,20,875,Germany,437.5,656.03,1,2,-0.33117795122130844,0.39315763625080263
12517,27,162,5,2481.6,232,1361,Germany,272.2,496.32,0,0,1.0306498173399867,-0.8536609577360073
12518,0,110,5,2056.89,84,1318,Germany,263.6,411.378,0,0,0.29047140180260406,-0.3154535567506516
12519,63,1,1,330.84,17,175,Germany,175.0,330.84,1,2,-0.8082788621991557,0.42835755848634444
12520,78,195,5,2634.26,121,1439,Germany,287.8,526.8520000000001,1,0,0.5412298082295496,-0.38024615701315
12521,142,1,1,599.68,38,309,Germany,309.0,599.68,1,2,-0.7876952034419872,0.7333856741150196
12522,38,13,2,192.72,11,194,Germany,97.0,96.36,1,2,-0.7576425798551725,0.20198115109821072
12523,18,313,11,1789.77,84,865,France,78.63636363636364,162.70636363636365,0,0,0.8972788038259407,-1.1806935560194043
12524,8,325,8,4485.72,113,3699,Germany,462.375,560.715,0,0,1.442136822385332,-0.8492966115080044
12526,0,94,3,1316.66,64,632,Germany,210.66666666666663,438.8866666666667,0,2,-0.046718757446044146,-0.1692725647191771
12527,81,244,3,348.71000000000004,18,234,Germany,78.0,116.23666666666668,1,0,-0.23987788138409397,-0.3339478704361594
12528,8,304,6,1933.48,50,756,Germany,126.0,322.24666666666667,0,0,0.5116736554752442,-0.8159163305291811
12530,59,278,4,1662.28,51,913,Germany,228.25,415.57,1,0,0.2804142553454793,-0.4546085742086473
12531,14,1,1,125.22,17,45,Germany,45.0,125.22,0,2,-0.7856955037479216,0.1606363811524313
12532,29,1,1,349.83000000000004,16,153,France,153.0,349.83000000000004,0,2,-0.745339955955913,0.327187745526861
12534,130,1,1,1089.18,63,651,Germany,651.0,1089.18,1,2,-0.46036735059143474,0.9154455810665855
12535,91,95,2,716.35,28,219,France,109.5,358.175,1,2,-0.540970720219821,0.17737301711144007
12536,42,16,3,12601.830000000002,260,2803,France,934.3333333333334,4200.610000000001,1,0,2.0190194994299215,1.105184454011077
12538,28,1,1,363.95,21,191,Spain,191.0,363.95,0,2,-0.7080851015279003,0.3279098758602647
12539,21,312,4,5568.35,157,2067,Spain,516.75,1392.0875,0,0,1.3993989307088934,-0.535480611490041
12540,19,343,17,13400.24,277,6685,Spain,393.2352941176471,788.2494117647059,0,0,3.407916185647444,-1.5495725092163184
12541,29,252,3,981.18,46,680,Spain,226.66666666666663,327.06,0,0,0.13899664495549605,-0.4628166430102599
12544,35,1,1,372.7,19,136,Spain,136.0,372.7,1,2,-0.7448879475846086,0.33423950222281545
12545,74,185,2,1000.39,42,523,Spain,261.5,500.195,1,0,-0.1537628313176452,-0.03985416312947979
12546,46,32,2,1161.5,59,633,Spain,316.5,580.75,1,2,-0.32019696782088486,0.26896773707868304
12547,197,83,2,207.8,7,134,Spain,67.0,103.9,1,2,-0.9554646137928993,0.49393534810950085
12548,165,1,1,95.2,5,49,Spain,49.0,95.2,1,2,-1.1520086922042345,0.6433883355968293
12550,78,1,1,964.83,57,569,Spain,569.0,964.83,1,2,-0.42778875126565014,0.7066268120616368
12551,357,1,1,168.0,10,100,Spain,100.0,168.0,1,2,-1.4949425179469822,1.241565234885367
12552,38,1,2,437.82,20,88,Italy,44.0,218.91,1,2,-0.7343764282174803,0.21730121423603113
12553,7,322,10,3692.28,95,1965,France,196.5,369.228,0,0,1.1863129358572142,-1.0766459538686903
12556,49,101,2,599.56,100,355,Spain,177.5,299.78,1,2,-0.11909818389189654,-0.2025833909073038
12557,15,356,5,11990.96,15,4384,Spain,876.8,2398.192,0,0,1.710259504450152,0.38145129735465966
12558,7,1,1,269.96,11,196,USA,196.0,269.96,0,2,-0.7256971214675876,0.2730697343758687
12559,310,9,2,561.71,21,283,Germany,141.5,280.855,1,2,-1.2176896803875479,1.0664061733406467
12560,4,138,3,2134.01,91,1110,Germany,370.0,711.3366666666667,0,0,0.3162656077865659,-0.1961675095278773
12561,302,1,1,238.85,16,177,Germany,177.0,238.85,1,2,-1.3203103417047248,1.1135031717544357
12562,7,191,7,3781.74,99,1779,France,254.1428571428571,540.2485714285715,0,0,0.7762239023377481,-0.5653624709460201
12564,260,1,1,456.9,21,133,France,133.0,456.9,1,2,-1.1814327007379541,1.0207425399190277
12565,288,1,1,145.92,9,80,Saudi Arabia,80.0,145.92,1,2,-1.3679082602714085,1.024358549663356
12566,85,1,1,351.65,19,265,Germany,265.0,351.65,1,2,-0.8151145082717507,0.5329070583062827
12567,22,347,10,9401.28,323,4305,France,430.5,940.128,0,0,2.8367362616544898,-1.498648815560785
12569,1,251,32,4124.69,92,1801,Germany,56.28125,128.8965625,0,0,2.15656546700948,-1.8418847972727423
12571,39,82,2,519.61,31,523,France,261.5,259.805,1,2,-0.41771760137718605,0.08487921408635501
12572,8,44,2,1020.42,53,452,Germany,226.0,510.21,0,2,-0.2934613365941689,0.08055053081017337
12573,226,1,1,160.54000000000002,26,84,France,84.0,160.54000000000002,1,2,-1.163195524803277,0.7870868201375343
12574,315,1,1,218.45,11,61,France,61.0,218.45,1,2,-1.4054666664272981,1.1120816887701697
12576,35,269,5,1315.83,72,967,Poland,193.4,263.166,1,0,0.41242378442095495,-0.676435179998218
12577,34,324,3,626.6,137,469,France,156.33333333333334,208.86666666666667,1,0,0.6131082365510088,-1.0291657672392702
12578,20,309,2,2794.51,111,1196,Italy,598.0,1397.255,0,0,0.8813783264099528,-0.31501245159367597
12579,77,1,1,440.42,29,285,France,285.0,440.42,1,2,-0.7320372414343895,0.5109819031980541
12580,246,1,1,415.7,24,238,Germany,238.0,415.7,1,2,-1.1183061146026456,1.0018973449489035
12581,39,1,1,197.71,15,161,Germany,161.0,197.71,1,2,-0.7983120638108946,0.3158716046857992
12582,238,50,2,511.36,21,300,Finland,150.0,255.68,1,2,-0.9825820518887927,0.7412206541151425
12583,2,371,15,7281.38,115,5060,France,337.3333333333333,485.42533333333336,0,0,2.1761123770371436,-1.260621729191442
12584,3,277,9,2338.15,44,416,Italy,46.22222222222222,259.7944444444445,0,0,0.5622484574756035,-0.9059227960162294
12585,233,118,2,2040.1,77,1279,Germany,639.5,1020.05,1,2,-0.20377345865371543,0.831043076770491
12586,16,1,1,196.94000000000003,11,79,Italy,79.0,196.94000000000003,0,2,-0.7918154487866017,0.2252062045829976
12587,7,1,1,144.0,4,51,Finland,51.0,144.0,0,2,-0.8221625662982021,0.19393148617632158
12588,38,1,1,214.9,10,53,Finland,53.0,214.9,1,2,-0.8449968256870151,0.28826568990290613
12589,28,116,2,646.68,29,306,France,153.0,323.34,0,2,-0.3534757521956907,-0.059239071736605614
12590,210,1,2,9864.26,68,4283,Germany,2141.5,4932.13,1,2,1.0922209350105965,3.0806890866432357
12591,316,1,1,452.85,26,228,Italy,228.0,452.85,1,2,-1.2485301508404234,1.2101186712793266
12592,91,122,2,437.6,11,290,Germany,145.0,218.8,1,2,-0.5764956018226314,0.13723556166181825
12593,108,111,3,418.1,14,206,France,68.66666666666667,139.36666666666665,1,2,-0.6039927139176413,0.11080200060939961
12594,37,286,10,3338.2200000000003,50,1777,Italy,177.7,333.822,1,0,0.8060186357790441,-0.7634751087596884
12596,50,191,2,618.27,25,474,Spain,237.0,309.135,1,0,-0.22204977331392162,-0.14129536877394142
12597,18,249,4,3811.22,184,2236,Spain,559.0,952.805,0,0,1.251659425290099,-0.6070416463993397
12598,9,276,8,3023.08,84,1964,France,245.5,377.885,0,0,0.9015780235617068,-0.8231596906332193
12599,28,276,7,1032.58,32,956,France,136.57142857142858,147.51142857142855,0,0,0.33322322130137244,-0.7117881967379933
12600,28,343,10,2599.04,32,774,Germany,77.4,259.904,0,0,0.711392479925269,-0.9739451709581
12601,189,143,5,577.0600000000001,21,245,Germany,49.0,115.412,1,2,-0.5569169714443091,0.15679950832735134
12602,58,1,1,153.12,12,162,France,162.0,153.12,1,2,-0.8588715444271758,0.36916174238708044
12603,21,1,1,739.1999999999999,2,63,Germany,63.0,739.1999999999999,0,2,-0.7371433159568677,0.4357637795170054
12604,78,183,2,254.18,15,201,France,100.5,127.09,1,2,-0.4374065684545883,-0.12541727695625615
12607,59,1,1,1579.51,101,1228,USA,1228.0,1579.51,1,2,0.11075594395078477,0.9805367156730054
12609,77,241,3,1126.85,57,648,Germany,216.0,375.6166666666666,1,0,0.0735680631070152,-0.3187874619927425
12610,22,104,5,2099.54,85,1049,Italy,209.8,419.908,0,0,0.20464261468179223,-0.2639077289923899
12611,51,1,1,1193.32,65,846,Italy,846.0,1193.32,1,2,-0.21384285235300207,0.792595039919
12612,73,1,1,704.0400000000001,19,262,Germany,262.0,704.0400000000001,1,2,-0.7209241332686556,0.6072323511888452
12613,56,205,5,3344.38,124,1644,Germany,328.8,668.876,1,0,0.7057171183884627,-0.4084475663409413
12614,277,1,1,315.6,20,76,Germany,76.0,315.6,1,2,-1.2649645529160514,1.0050034922233826
12615,1,167,4,2291.19,82,1376,France,344.0,572.7975,0,0,0.4086410651850879,-0.3306610447419001
12616,94,203,2,713.3,25,284,France,142.0,356.65,1,2,-0.30947746405529714,-0.07059134620263276
12617,28,1,1,352.98,39,210,France,210.0,352.98,0,2,-0.6270012283581029,0.26979868112265754
12618,21,1,1,177.31,11,96,Italy,96.0,177.31,0,2,-0.8011822932603158,0.2413443670351609
12619,15,238,9,3641.24,50,3378,Germany,375.3333333333333,404.5822222222222,0,0,0.9037502594310723,-0.519401076018083
12620,14,190,3,1339.41,89,1181,France,393.6666666666667,446.47,0,0,0.333153466249419,-0.37358584061705946
12621,1,365,20,13689.67,261,7440,Germany,372.0,684.4835,0,0,3.65121776754987,-1.7334418439558161
12622,231,1,1,180.1,11,69,Germany,69.0,180.1,1,2,-1.238695784787742,0.8540196800437406
12623,275,1,1,305.1,18,191,Germany,191.0,305.1,1,2,-1.2391111972206348,1.0534014996709593
12624,105,72,2,641.13,36,355,France,177.5,320.565,1,2,-0.5697833222369952,0.27032162161071543
12625,211,108,2,2683.82,73,1612,Germany,806.0,1341.91,1,2,-0.054735864451487995,0.9887743291217711
12626,22,304,9,6620.48,232,3453,Germany,383.6666666666667,735.6088888888888,0,0,2.033188387265439,-1.1667437752650351
12627,10,130,7,4478.53,162,2752,Germany,393.1428571428572,639.79,0,0,1.075255770644786,-0.4971889947965148
12628,3,61,3,786.46,34,448,Germany,149.33333333333334,262.15333333333336,0,2,-0.3378381079206156,-0.059256308709105365
12630,9,35,2,1270.88,60,548,Finland,274.0,635.44,0,2,-0.2356392101806839,0.1458892826144614
12631,56,1,1,640.5,31,236,Finland,236.0,640.5,1,2,-0.6541933450581119,0.4832152422871738
12633,58,230,4,2163.98,73,1162,Germany,290.5,540.995,1,0,0.3508484375357883,-0.3331087278780327
12635,89,66,2,1689.18,96,1172,Germany,586.0,844.59,1,2,-0.005508520550295086,0.39024030341159954
12637,66,257,8,6002.9,205,2994,France,374.25,750.3625,1,0,1.5945231450382253,-0.8000715944544287
12638,32,1,1,671.69,39,577,Sweden,577.0,671.69,1,2,-0.4677443868546814,0.543974304439175
12639,238,1,1,486.1,22,201,Sweden,201.0,486.1,1,2,-1.1069512776022814,0.9910753582911662
12640,23,58,3,1174.58,47,311,France,103.66666666666669,391.52666666666664,0,2,-0.31152246203590145,-0.01599197076921004
12641,114,1,1,185.9,10,72,Sweden,72.0,185.9,1,2,-1.0012005929740848,0.5131911026646251
12642,24,83,3,1013.26,39,552,Germany,184.0,337.75333333333333,0,2,-0.27149882246685225,-0.029167708506645018
12643,127,205,6,3344.64,11,1808,France,301.3333333333333,557.4399999999999,1,2,0.11840414250840244,0.11986637034489357
12644,129,1,1,477.91,31,325,Germany,325.0,477.91,1,2,-0.811164200357987,0.6878744141740453
12645,33,283,4,1775.18,58,1084,Germany,271.0,443.795,1,0,0.409057055566235,-0.5374434446934521
12646,4,45,2,1346.97,43,897,USA,448.5,673.485,0,2,-0.2017298644364026,0.2581167898870944
12647,21,347,12,3722.82,78,1431,Germany,119.25,310.235,0,0,1.1753181760002316,-1.177715678958456
12648,154,1,1,318.05,21,160,Germany,160.0,318.05,1,2,-0.9842869024708506,0.673972339297749
12649,106,106,3,623.51,28,586,Germany,195.33333333333337,207.83666666666667,1,2,-0.4702705752477871,0.15425958785663782
12650,2,1,1,314.44,20,254,France,254.0,314.44,0,2,-0.6512084182380411,0.26630553567507753
12651,334,1,1,114.0,9,78,France,78.0,114.0,1,2,-1.4691409295222988,1.1500142392249095
12652,330,1,1,919.98,48,505,France,505.0,919.98,1,2,-1.010325376805553,1.4442055121662185
12653,148,148,2,2209.85,37,919,Israel,459.5,1104.925,1,2,-0.18267789087685624,0.5843458045331319
